variant_id	batch_id	category	category_group	topic_id	editorial_role	semantic_group	output_mode	trigger	required_context	tone	interrupt_cost	cooldown_hours	semantic_cooldown_hours	max_per_day	weight	relationship_profile	text	review_status
authored.b080.character_life.fork_tine_reflections.0009	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	四根叉齿靠得很近，却各自留着明确的位置。	approved
authored.b080.character_life.fork_tine_reflections.0010	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	一把叉子不复杂，线条却很有自己的秩序。	approved
authored.b080.character_life.fork_tine_reflections.0011	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	叉柄压在餐巾上，银色会显得更柔一点。	approved
authored.b080.character_life.fork_tine_reflections.0012	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	把叉子摆在盘子旁，饭前的小桌面就完整了。	approved
authored.b080.character_life.fork_tine_reflections.0013	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	叉齿朝上放时，光线会在边缘停一会儿。	approved
authored.b080.character_life.fork_tine_reflections.0014	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	刚冲净的叉子带着微凉，掌心很快能感到它的质地。	approved
authored.b080.character_life.fork_tine_reflections.0015	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	把餐具按长度摆好，抽屉打开时会很舒服。	approved
authored.b080.character_life.fork_tine_reflections.0016	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	叉子和勺子并排，弧线与直线会显出不同性格。	approved
authored.b080.character_life.fork_tine_reflections.0017	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	一把旧叉子边缘有些细痕，仍然能反出干净的光。	approved
authored.b080.character_life.fork_tine_reflections.0018	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	叉齿落在浅色桌布上，影子会像一排小栅栏。	approved
authored.b080.character_life.fork_tine_reflections.0019	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	把叉子放回原位，餐后整理也会显得很利落。	approved
authored.b080.character_life.fork_tine_reflections.0020	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	叉柄末端有一点厚度，放下时会很稳。	approved
authored.b080.character_life.fork_tine_reflections.0021	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	同样的叉齿对着不同方向，餐桌上的图案也会变。	approved
authored.b080.character_life.fork_tine_reflections.0022	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	把叉子冲干净，水流会从齿缝里很快离开。	approved
authored.b080.character_life.fork_tine_reflections.0023	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	一把小叉子躺在盘边，普通水果也多了一点仪式感。	approved
authored.b080.character_life.fork_tine_reflections.0024	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	叉齿之间的空白很小，却让每一根都显得更清楚。	approved
authored.b080.character_life.fork_tine_reflections.0025	b080	ProactiveChat	character_life	character_life.b080.fork_tine_reflections	fork_tine_reflections	character_life.b080.fork_tine_reflections	self_talk	any	none	curious	0	120	144	1	1.0	neutral	金属叉子收好以后，桌面上的小反光也安静下来。	approved
authored.b080.character_life.egg_carton_lattice.0001	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	鸡蛋盒里的小格排成一片，空着时也像迷你座位。	approved
authored.b080.character_life.egg_carton_lattice.0002	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	纸浆格带着颗粒触感，轻轻捏起几乎没有重量。	approved
authored.b080.character_life.egg_carton_lattice.0003	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	把鸡蛋平码进格子里，圆圆的轮廓会显得很整齐。	approved
authored.b080.character_life.egg_carton_lattice.0004	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	蛋盒盖合上以后，桌边就少了一些会滚动的小圆点。	approved
authored.b080.character_life.egg_carton_lattice.0005	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	一排小格留着阴影，纸盒会有很自然的层次。	approved
authored.b080.character_life.egg_carton_lattice.0006	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	把空蛋盒压平，回收袋里就能多出一点位置。	approved
authored.b080.character_life.egg_carton_lattice.0007	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	纸盒边缘不很直，反而有种手作的质感。	approved
authored.b080.character_life.egg_carton_lattice.0008	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	一枚鸡蛋坐进凹槽里，普通纸盒也显得很可靠。	approved
authored.b080.character_life.egg_carton_lattice.0009	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	蛋盒打开时，里面一格一格的排列很有趣。	approved
authored.b080.character_life.egg_carton_lattice.0010	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	把深色鸡蛋放在浅色纸盒里，颜色会特别清楚。	approved
authored.b080.character_life.egg_carton_lattice.0011	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	纸浆格子围住圆形，方与圆放在一起很耐看。	approved
authored.b080.character_life.egg_carton_lattice.0012	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	蛋盒不需要花哨印刷，凹凸结构已经很有意思。	approved
authored.b080.character_life.egg_carton_lattice.0013	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	把盒子放平，里面的东西就不会轻易碰到一起。	approved
authored.b080.character_life.egg_carton_lattice.0014	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	空格越来越多时，纸盒会像在慢慢记下日子。	approved
authored.b080.character_life.egg_carton_lattice.0015	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	蛋盒底部有细小纸纹，靠近看像压出的地形。	approved
authored.b080.character_life.egg_carton_lattice.0016	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	把盒盖折回去，纸边会发出很轻的摩擦声。	approved
authored.b080.character_life.egg_carton_lattice.0017	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	一只蛋盒不大，却能把许多易碎东西排得很稳。	approved
authored.b080.character_life.egg_carton_lattice.0018	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	小格之间有一点高度差，摸起来很有节奏。	approved
authored.b080.character_life.egg_carton_lattice.0019	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	纸盒晒过一会儿，表面会显得更干爽。	approved
authored.b080.character_life.egg_carton_lattice.0020	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	蛋盒边角没有压坏，叠放时就会更整齐。	approved
authored.b080.character_life.egg_carton_lattice.0021	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	把空纸盒留作收纳，零碎小物也能各有位置。	approved
authored.b080.character_life.egg_carton_lattice.0022	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	一排圆格朝着不同方向，像纸上起伏的小山。	approved
authored.b080.character_life.egg_carton_lattice.0023	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	纸浆的浅灰色很安静，配上白色蛋壳会显得很干净。	approved
authored.b080.character_life.egg_carton_lattice.0024	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	把盒子收好，厨房里会少一点零散的包装。	approved
authored.b080.character_life.egg_carton_lattice.0025	b080	ProactiveChat	character_life	character_life.b080.egg_carton_lattice	egg_carton_lattice	character_life.b080.egg_carton_lattice	self_talk	any	none	playful	0	120	144	1	1.0	neutral	一只空蛋盒还能继续派上用场，普通材料也有延续。	approved
authored.b080.character_life.soap_pump_plunger.0001	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	按下洗手液泵头时，透明瓶里会有一点轻轻的晃动。	approved
authored.b080.character_life.soap_pump_plunger.0002	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	泵头擦干净后，按下去的触感会更顺。	approved
authored.b080.character_life.soap_pump_plunger.0003	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	洗手液瓶放在水槽边，台面就有了一个固定的小角落。	approved
authored.b080.character_life.soap_pump_plunger.0004	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	按压一次刚刚好，手心里会落下一团细腻的泡沫。	approved
authored.b080.character_life.soap_pump_plunger.0005	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	泵头回弹很快，下一次使用就不用等。	approved
authored.b080.character_life.soap_pump_plunger.0006	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	把瓶身冲干净，透明表面会重新显得清亮。	approved
authored.b080.character_life.soap_pump_plunger.0007	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	洗手液余量变少时，瓶底的颜色会慢慢露出来。	approved
authored.b080.character_life.soap_pump_plunger.0008	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	泵头的弯嘴对着水槽，泡沫就不会落到别处。	approved
authored.b080.character_life.soap_pump_plunger.0009	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	把瓶子摆正，水槽边的线条会显得更利落。	approved
authored.b080.character_life.soap_pump_plunger.0010	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	按下泵头的一小段阻力，像给洗手留了明确开始。	approved
authored.b080.character_life.soap_pump_plunger.0011	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	瓶身上的水珠擦掉以后，拿起来不会滑。	approved
authored.b080.character_life.soap_pump_plunger.0012	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	洗手液不必放太多，刚好够用会更舒服。	approved
authored.b080.character_life.soap_pump_plunger.0013	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	泵头上有一点光，白天靠近时会显得很干净。	approved
authored.b080.character_life.soap_pump_plunger.0014	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	把空瓶洗好后，再装新的洗手液也会很方便。	approved
authored.b080.character_life.soap_pump_plunger.0015	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	透明瓶里的颜色浅一点，水槽边会显得很柔和。	approved
authored.b080.character_life.soap_pump_plunger.0016	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	按压时手指落在顶端，动作会自然变得很轻。	approved
authored.b080.character_life.soap_pump_plunger.0017	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	泵头没有卡住，泡沫就能干脆地出来。	approved
authored.b080.character_life.soap_pump_plunger.0018	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	洗手液瓶不占空间，却替很多清洁步骤留了入口。	approved
authored.b080.character_life.soap_pump_plunger.0019	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	把瓶底擦干，台面上就不会留下一圈水印。	approved
authored.b080.character_life.soap_pump_plunger.0020	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	泵头转到合适方向，使用时就不用绕手。	approved
authored.b080.character_life.soap_pump_plunger.0021	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	一只洗手液瓶安静站着，水槽边会显得更完整。	approved
authored.b080.character_life.soap_pump_plunger.0022	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	按完把手移开，泵头会慢慢回到原来的高度。	approved
authored.b080.character_life.soap_pump_plunger.0023	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	泡沫冲干净以后，透明瓶身旁边会显得很清爽。	approved
authored.b080.character_life.soap_pump_plunger.0024	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	把洗手液补足，之后洗手时就少一点临时想起。	approved
authored.b080.character_life.soap_pump_plunger.0025	b080	ProactiveChat	character_life	character_life.b080.soap_pump_plunger	soap_pump_plunger	character_life.b080.soap_pump_plunger	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	小小一次按压，让水槽边多了一点柔软的照料。	approved
