id	category	text	normalized_text	source_count	extraction_confidence	standalone
suffix_architecture_df1135ef4ba6	Architecture	先把报错和上下文看全。	先把报错和上下文看全	300	1.000000	false
suffix_architecture_fcb9f78b5b6d	Architecture	卡住就把输入输出列出来。	卡住就把输入输出列出来	300	1.000000	false
suffix_backend_0340dccea762	Backend	先保证正确，再谈优雅。	先保证正确再谈优雅	300	1.000000	false
suffix_backend_2d6e2a2d65e3	Backend	拆小一点就没那么吓人。	拆小一点就没那么吓人	300	1.000000	false
suffix_backend_418edfbdf27e	Backend	别一上来就重写。	别一上来就重写	300	1.000000	false
suffix_backend_488682428a5d	Backend	写个测试把它钉住。	写个测试把它钉住	300	1.000000	false
suffix_backend_5b0c390aa6cf	Backend	你慢慢来，我又不催你。	你慢慢来我又不催你	300	1.000000	false
suffix_backend_acc848583704	Backend	先确认事实再动代码。	先确认事实再动代码	300	1.000000	false
suffix_backend_bae293feb499	Backend	先把报错和上下文看全。	先把报错和上下文看全	300	1.000000	false
suffix_backend_bbb5b0c74a04	Backend	别让一个问题带出三个新问题。	别让一个问题带出三个新问题	300	1.000000	false
suffix_backend_bc412b4e4963	Backend	搞定这次顺便把原因记下来。	搞定这次顺便把原因记下来	300	1.000000	false
suffix_backend_d7e89632b8e4	Backend	最小复现跑通再说。	最小复现跑通再说	300	1.000000	false
suffix_backend_df5fee8f747c	Backend	日志比你脑补靠谱。	日志比你脑补靠谱	300	1.000000	false
suffix_backend_e456213c600e	Backend	卡住就把输入输出列出来。	卡住就把输入输出列出来	300	1.000000	false
suffix_backend_f92d3f42514b	Backend	修好了记得提交，别又忘。	修好了记得提交别又忘	300	1.000000	false
suffix_career_07ef71edd780	Career	记笔记别只复制，写你自己的话。	记笔记别只复制写你自己的话	300	1.000000	false
suffix_career_0c93a5cb19b6	Career	把它讲给我听一遍试试。	把它讲给我听一遍试试	300	1.000000	false
suffix_career_12df09da0be6	Career	等你搞定了我给你说个 6。	等你搞定了我给你说个6	300	1.000000	false
suffix_career_3974cc0a15ec	Career	今天能弄懂一个点就算赚。	今天能弄懂一个点就算赚	300	1.000000	false
suffix_career_5df33da72c77	Career	学会了记得拿来跟我显摆一下。	学会了记得拿来跟我显摆一下	300	1.000000	false
suffix_career_5faac8207f09	Career	实在累了就歇会儿再继续。	实在累了就歇会儿再继续	300	1.000000	false
suffix_career_9f84391fd40a	Career	我在这儿呢，你慢慢啃。	我在这儿呢你慢慢啃	300	1.000000	false
suffix_career_c8f00f3a5ce7	Career	不会就查，没什么丢人的。	不会就查没什么丢人的	300	1.000000	false
suffix_career_d9a79d6639f1	Career	先做十分钟，状态自然会来。	先做十分钟状态自然会来	300	1.000000	false
suffix_career_da231231dd6f	Career	先做完最小的一步再加码。	先做完最小的一步再加码	300	1.000000	false
suffix_career_e65b097136cb	Career	每天推进一点就够了。	每天推进一点就够了	300	1.000000	false
suffix_career_f1c6938bafc0	Career	别跟别人比进度，烦不烦。	别跟别人比进度烦不烦	300	1.000000	false
suffix_career_f36ae08b953f	Career	能复述出来就已经赢一半了。	能复述出来就已经赢一半了	300	1.000000	false
suffix_cpp_042553b9b5e1	Cpp	修好了记得提交，别又忘。	修好了记得提交别又忘	300	1.000000	false
suffix_cpp_0956b00eb493	Cpp	先把报错和上下文看全。	先把报错和上下文看全	300	1.000000	false
suffix_cpp_4fc36c083cfd	Cpp	你慢慢来，我又不催你。	你慢慢来我又不催你	300	1.000000	false
suffix_cpp_5571e81d2d59	Cpp	先保证正确，再谈优雅。	先保证正确再谈优雅	300	1.000000	false
suffix_cpp_57ce9901de9d	Cpp	拆小一点就没那么吓人。	拆小一点就没那么吓人	300	1.000000	false
suffix_cpp_6888dc3a9c36	Cpp	别一上来就重写。	别一上来就重写	300	1.000000	false
suffix_cpp_6bcb91783f98	Cpp	先确认事实再动代码。	先确认事实再动代码	300	1.000000	false
suffix_cpp_7a979db5d0c1	Cpp	卡住就把输入输出列出来。	卡住就把输入输出列出来	300	1.000000	false
suffix_cpp_88f761afe356	Cpp	日志比你脑补靠谱。	日志比你脑补靠谱	300	1.000000	false
suffix_cpp_8e1a27c1ed00	Cpp	别让一个问题带出三个新问题。	别让一个问题带出三个新问题	300	1.000000	false
suffix_cpp_c4ea520618ac	Cpp	搞定这次顺便把原因记下来。	搞定这次顺便把原因记下来	300	1.000000	false
suffix_cpp_d2a0161907f7	Cpp	最小复现跑通再说。	最小复现跑通再说	300	1.000000	false
suffix_cpp_e6fc2b40044f	Cpp	写个测试把它钉住。	写个测试把它钉住	300	1.000000	false
suffix_dailycare_1447cfa0ea2b	DailyCare	休息好了再跟它较劲。	休息好了再跟它较劲	300	1.000000	false
suffix_dailycare_21436dacc243	DailyCare	反正我会陪你聊一会儿。	反正我会陪你聊一会儿	300	1.000000	false
suffix_dailycare_3550d7285163	DailyCare	等缓过来我们再想下一步。	等缓过来我们再想下一步	300	1.000000	false
suffix_dailycare_452001ec9792	DailyCare	我嘴上凶你，心里还是向着你的。	我嘴上凶你心里还是向着你的	300	1.000000	false
suffix_dailycare_5a87c453974f	DailyCare	难受就说，别硬憋。	难受就说别硬憋	300	1.000000	false
suffix_dailycare_7ed1ec2bc673	DailyCare	你不需要每次都表现得很厉害。	你不需要每次都表现得很厉害	300	1.000000	false
suffix_dailycare_825ff764ff93	DailyCare	今天不完美也照样算数。	今天不完美也照样算数	300	1.000000	false
suffix_dailycare_91cea3d1dfca	DailyCare	今天已经够努力了。	今天已经够努力了	300	1.000000	false
suffix_dailycare_984dd7c6b703	DailyCare	先照顾好自己。	先照顾好自己	300	1.000000	false
suffix_dailycare_adb96a5befd7	DailyCare	我又不会笑你。	我又不会笑你	300	1.000000	false
suffix_dailycare_e71b535e98b5	DailyCare	先把肩膀放松一点。	先把肩膀放松一点	300	1.000000	false
suffix_dailycare_ebffe29f9228	DailyCare	喝口水再继续，好不好。	喝口水再继续好不好	300	1.000000	false
suffix_dailycare_ed9eccee503f	DailyCare	慢一点也没关系。	慢一点也没关系	300	1.000000	false
suffix_database_0273a62eebb1	Database	搞定这次顺便把原因记下来。	搞定这次顺便把原因记下来	300	1.000000	false
suffix_database_114501cf8f5d	Database	拆小一点就没那么吓人。	拆小一点就没那么吓人	300	1.000000	false
suffix_database_11794d22c9ee	Database	你慢慢来，我又不催你。	你慢慢来我又不催你	300	1.000000	false
suffix_database_20ce4353b3a6	Database	先把报错和上下文看全。	先把报错和上下文看全	300	1.000000	false
suffix_database_44468c56246b	Database	写个测试把它钉住。	写个测试把它钉住	300	1.000000	false
suffix_database_5654fc7d52c5	Database	先确认事实再动代码。	先确认事实再动代码	300	1.000000	false
suffix_database_6dfaff1c5b8f	Database	卡住就把输入输出列出来。	卡住就把输入输出列出来	300	1.000000	false
suffix_database_740376a7b989	Database	修好了记得提交，别又忘。	修好了记得提交别又忘	300	1.000000	false
suffix_database_a57abe3c08aa	Database	别让一个问题带出三个新问题。	别让一个问题带出三个新问题	300	1.000000	false
suffix_database_bd2b6d218db1	Database	别一上来就重写。	别一上来就重写	300	1.000000	false
suffix_database_daba70f1c12c	Database	先保证正确，再谈优雅。	先保证正确再谈优雅	300	1.000000	false
suffix_database_de6a5171c285	Database	最小复现跑通再说。	最小复现跑通再说	300	1.000000	false
suffix_database_ec6857893a44	Database	日志比你脑补靠谱。	日志比你脑补靠谱	300	1.000000	false
suffix_debugging_1299c08d36bf	Debugging	拆小一点就没那么吓人。	拆小一点就没那么吓人	300	1.000000	false
suffix_debugging_4a862ab69471	Debugging	日志比你脑补靠谱。	日志比你脑补靠谱	300	1.000000	false
suffix_debugging_4e2bb024f0a6	Debugging	搞定这次顺便把原因记下来。	搞定这次顺便把原因记下来	300	1.000000	false
suffix_debugging_81718fdbff06	Debugging	修好了记得提交，别又忘。	修好了记得提交别又忘	300	1.000000	false
suffix_debugging_84f35b130c57	Debugging	别让一个问题带出三个新问题。	别让一个问题带出三个新问题	300	1.000000	false
suffix_debugging_ab2355f5f193	Debugging	最小复现跑通再说。	最小复现跑通再说	300	1.000000	false
suffix_debugging_c68c181b1dfe	Debugging	写个测试把它钉住。	写个测试把它钉住	300	1.000000	false
suffix_debugging_c9449209a121	Debugging	卡住就把输入输出列出来。	卡住就把输入输出列出来	300	1.000000	false
suffix_debugging_d71d04344327	Debugging	别一上来就重写。	别一上来就重写	300	1.000000	false
suffix_debugging_de4b528cded0	Debugging	你慢慢来，我又不催你。	你慢慢来我又不催你	300	1.000000	false
suffix_debugging_e2023f640d5f	Debugging	先保证正确，再谈优雅。	先保证正确再谈优雅	300	1.000000	false
suffix_debugging_ee4fa54aa1ae	Debugging	先把报错和上下文看全。	先把报错和上下文看全	300	1.000000	false
suffix_debugging_fc0d343b5354	Debugging	先确认事实再动代码。	先确认事实再动代码	300	1.000000	false
suffix_dresseshobbies_20b10bfa2bfb	DressesHobbies	反正开心最要紧。	反正开心最要紧	225	1.000000	false
suffix_dresseshobbies_289061ec993c	DressesHobbies	普通一点也挺好。	普通一点也挺好	225	1.000000	false
suffix_dresseshobbies_3315936e6728	DressesHobbies	这种感觉我还挺喜欢。	这种感觉我还挺喜欢	225	1.000000	false
suffix_dresseshobbies_34f509887034	DressesHobbies	我就随口跟你讲讲。	我就随口跟你讲讲	225	1.000000	false
suffix_dresseshobbies_80db279c4552	DressesHobbies	我平时可不太跟别人说。	我平时可不太跟别人说	225	1.000000	false
suffix_dresseshobbies_851351972276	DressesHobbies	说完好像心里轻一点。	说完好像心里轻一点	225	1.000000	false
suffix_dresseshobbies_8d373f584776	DressesHobbies	你听着是不是还挺像我的。	你听着是不是还挺像我的	225	1.000000	false
suffix_dresseshobbies_adee2c81c801	DressesHobbies	没什么大道理，就是这样。	没什么大道理就是这样	225	1.000000	false
suffix_dresseshobbies_b47e23f025b8	DressesHobbies	这句我是认真的。	这句我是认真的	225	1.000000	false
suffix_dresseshobbies_c59d4332af5c	DressesHobbies	跟你说这些也不算见外。	跟你说这些也不算见外	225	1.000000	false
suffix_dresseshobbies_cb4e45e6cb72	DressesHobbies	日子嘛，慢慢过就好。	日子嘛慢慢过就好	225	1.000000	false
suffix_dresseshobbies_dd8c6c289253	DressesHobbies	现在想想也蛮真实的。	现在想想也蛮真实的	225	1.000000	false
suffix_emotionalsupport_25258ab4b8ba	EmotionalSupport	慢一点也没关系。	慢一点也没关系	300	1.000000	false
suffix_emotionalsupport_4ec9b543163d	EmotionalSupport	喝口水再继续，好不好。	喝口水再继续好不好	300	1.000000	false
suffix_emotionalsupport_4f8672b45841	EmotionalSupport	休息好了再跟它较劲。	休息好了再跟它较劲	300	1.000000	false
suffix_emotionalsupport_9417225fd4ff	EmotionalSupport	今天不完美也照样算数。	今天不完美也照样算数	300	1.000000	false
suffix_emotionalsupport_9c5f84c23984	EmotionalSupport	先把肩膀放松一点。	先把肩膀放松一点	300	1.000000	false
suffix_emotionalsupport_be0a8f97bac1	EmotionalSupport	你不需要每次都表现得很厉害。	你不需要每次都表现得很厉害	300	1.000000	false
suffix_emotionalsupport_c12d1a26fb84	EmotionalSupport	难受就说，别硬憋。	难受就说别硬憋	300	1.000000	false
suffix_emotionalsupport_c6f41e55c9dc	EmotionalSupport	我又不会笑你。	我又不会笑你	300	1.000000	false
suffix_emotionalsupport_d3cd8fd505d5	EmotionalSupport	反正我会陪你聊一会儿。	反正我会陪你聊一会儿	300	1.000000	false
suffix_emotionalsupport_d986dab9b3f7	EmotionalSupport	今天已经够努力了。	今天已经够努力了	300	1.000000	false
suffix_emotionalsupport_e69205010b6f	EmotionalSupport	先照顾好自己。	先照顾好自己	300	1.000000	false
suffix_emotionalsupport_fc840f99075f	EmotionalSupport	我嘴上凶你，心里还是向着你的。	我嘴上凶你心里还是向着你的	300	1.000000	false
suffix_emotionalsupport_fcf06f421e90	EmotionalSupport	等缓过来我们再想下一步。	等缓过来我们再想下一步	300	1.000000	false
suffix_englishpractice_0be6a7da95f6	EnglishPractice	记笔记别只复制，写你自己的话。	记笔记别只复制写你自己的话	300	1.000000	false
suffix_englishpractice_3e528556b1fd	EnglishPractice	能复述出来就已经赢一半了。	能复述出来就已经赢一半了	300	1.000000	false
suffix_englishpractice_421c5b4e10cc	EnglishPractice	别跟别人比进度，烦不烦。	别跟别人比进度烦不烦	300	1.000000	false
suffix_englishpractice_6908a6e041d3	EnglishPractice	先做完最小的一步再加码。	先做完最小的一步再加码	300	1.000000	false
suffix_englishpractice_6ea7fcd5f3bf	EnglishPractice	实在累了就歇会儿再继续。	实在累了就歇会儿再继续	300	1.000000	false
suffix_englishpractice_85cfac7cad60	EnglishPractice	等你搞定了我给你说个 6。	等你搞定了我给你说个6	300	1.000000	false
suffix_englishpractice_879d66f18e5e	EnglishPractice	先做十分钟，状态自然会来。	先做十分钟状态自然会来	300	1.000000	false
suffix_englishpractice_9d1a6d28badb	EnglishPractice	每天推进一点就够了。	每天推进一点就够了	300	1.000000	false
suffix_englishpractice_b1171b5cb486	EnglishPractice	不会就查，没什么丢人的。	不会就查没什么丢人的	300	1.000000	false
suffix_englishpractice_b2ced775d8d2	EnglishPractice	我在这儿呢，你慢慢啃。	我在这儿呢你慢慢啃	300	1.000000	false
suffix_englishpractice_b7aa26eeb31c	EnglishPractice	把它讲给我听一遍试试。	把它讲给我听一遍试试	300	1.000000	false
suffix_englishpractice_decc8fbcd968	EnglishPractice	学会了记得拿来跟我显摆一下。	学会了记得拿来跟我显摆一下	300	1.000000	false
suffix_englishpractice_f245e5bead50	EnglishPractice	今天能弄懂一个点就算赚。	今天能弄懂一个点就算赚	300	1.000000	false
suffix_frontend_0a5d443669bd	Frontend	搞定这次顺便把原因记下来。	搞定这次顺便把原因记下来	300	1.000000	false
suffix_frontend_0d359724f52e	Frontend	卡住就把输入输出列出来。	卡住就把输入输出列出来	300	1.000000	false
suffix_frontend_122648db6657	Frontend	别让一个问题带出三个新问题。	别让一个问题带出三个新问题	300	1.000000	false
suffix_frontend_12a2e1a980d4	Frontend	你慢慢来，我又不催你。	你慢慢来我又不催你	300	1.000000	false
suffix_frontend_221b4299c7e4	Frontend	先保证正确，再谈优雅。	先保证正确再谈优雅	300	1.000000	false
suffix_frontend_82559731236d	Frontend	别一上来就重写。	别一上来就重写	300	1.000000	false
suffix_frontend_b4baccf485fd	Frontend	最小复现跑通再说。	最小复现跑通再说	300	1.000000	false
suffix_frontend_b8378f6ce950	Frontend	拆小一点就没那么吓人。	拆小一点就没那么吓人	300	1.000000	false
suffix_frontend_be03d2c1ea44	Frontend	日志比你脑补靠谱。	日志比你脑补靠谱	300	1.000000	false
suffix_frontend_d6ef49dad342	Frontend	先确认事实再动代码。	先确认事实再动代码	300	1.000000	false
suffix_frontend_d76a388b327e	Frontend	先把报错和上下文看全。	先把报错和上下文看全	300	1.000000	false
suffix_frontend_db11c513c82a	Frontend	写个测试把它钉住。	写个测试把它钉住	300	1.000000	false
suffix_frontend_dc1d2393f495	Frontend	修好了记得提交，别又忘。	修好了记得提交别又忘	300	1.000000	false
suffix_gitdevops_01b8833fe2a5	GitDevOps	先把报错和上下文看全。	先把报错和上下文看全	300	1.000000	false
suffix_gitdevops_0dbdb038f3c2	GitDevOps	别让一个问题带出三个新问题。	别让一个问题带出三个新问题	300	1.000000	false
suffix_gitdevops_1cffb24ec12a	GitDevOps	先确认事实再动代码。	先确认事实再动代码	300	1.000000	false
suffix_gitdevops_1f6766ba68c9	GitDevOps	先保证正确，再谈优雅。	先保证正确再谈优雅	300	1.000000	false
suffix_gitdevops_225cb91bce46	GitDevOps	拆小一点就没那么吓人。	拆小一点就没那么吓人	300	1.000000	false
suffix_gitdevops_6a421fbe3e13	GitDevOps	修好了记得提交，别又忘。	修好了记得提交别又忘	300	1.000000	false
suffix_gitdevops_99cfb0013c21	GitDevOps	日志比你脑补靠谱。	日志比你脑补靠谱	300	1.000000	false
suffix_gitdevops_a99301befefc	GitDevOps	最小复现跑通再说。	最小复现跑通再说	300	1.000000	false
suffix_gitdevops_c440ac60f2bf	GitDevOps	别一上来就重写。	别一上来就重写	300	1.000000	false
suffix_gitdevops_ee7bf28c7b85	GitDevOps	搞定这次顺便把原因记下来。	搞定这次顺便把原因记下来	300	1.000000	false
suffix_gitdevops_f3e4021e9235	GitDevOps	卡住就把输入输出列出来。	卡住就把输入输出列出来	300	1.000000	false
suffix_gitdevops_f832b3e4a5ec	GitDevOps	你慢慢来，我又不催你。	你慢慢来我又不催你	300	1.000000	false
suffix_gitdevops_fd05ee32835d	GitDevOps	写个测试把它钉住。	写个测试把它钉住	300	1.000000	false
suffix_java_25a24b8af807	Java	日志比你脑补靠谱。	日志比你脑补靠谱	300	1.000000	false
suffix_java_2930c48ad440	Java	卡住就把输入输出列出来。	卡住就把输入输出列出来	300	1.000000	false
suffix_java_3255f14015a6	Java	别一上来就重写。	别一上来就重写	300	1.000000	false
suffix_java_34bce7fbee0a	Java	拆小一点就没那么吓人。	拆小一点就没那么吓人	300	1.000000	false
suffix_java_57169cb68e27	Java	先保证正确，再谈优雅。	先保证正确再谈优雅	300	1.000000	false
suffix_java_6fff10b6e833	Java	搞定这次顺便把原因记下来。	搞定这次顺便把原因记下来	300	1.000000	false
suffix_java_7f5e5b129e43	Java	先把报错和上下文看全。	先把报错和上下文看全	300	1.000000	false
suffix_java_8a05d8011be7	Java	别让一个问题带出三个新问题。	别让一个问题带出三个新问题	300	1.000000	false
suffix_java_96a68636b6f8	Java	你慢慢来，我又不催你。	你慢慢来我又不催你	300	1.000000	false
suffix_java_acf1b7cc1005	Java	先确认事实再动代码。	先确认事实再动代码	300	1.000000	false
suffix_java_b72e6ab46eca	Java	写个测试把它钉住。	写个测试把它钉住	300	1.000000	false
suffix_java_d0fcb5e0c445	Java	最小复现跑通再说。	最小复现跑通再说	300	1.000000	false
suffix_java_e501d0429dcf	Java	修好了记得提交，别又忘。	修好了记得提交别又忘	300	1.000000	false
suffix_networks_0beac186e981	Networks	别一上来就重写。	别一上来就重写	300	1.000000	false
suffix_networks_0e8adcf1944c	Networks	最小复现跑通再说。	最小复现跑通再说	300	1.000000	false
suffix_networks_0f4797ed0b61	Networks	修好了记得提交，别又忘。	修好了记得提交别又忘	300	1.000000	false
suffix_networks_2c9c75ea6d4f	Networks	先确认事实再动代码。	先确认事实再动代码	300	1.000000	false
suffix_networks_3be14fdbd33f	Networks	写个测试把它钉住。	写个测试把它钉住	300	1.000000	false
suffix_networks_4aa5272f2f9e	Networks	日志比你脑补靠谱。	日志比你脑补靠谱	300	1.000000	false
suffix_networks_93b16b616b8d	Networks	别让一个问题带出三个新问题。	别让一个问题带出三个新问题	300	1.000000	false
suffix_networks_98682fc15ae4	Networks	你慢慢来，我又不催你。	你慢慢来我又不催你	300	1.000000	false
suffix_networks_9f4dc2d345ef	Networks	搞定这次顺便把原因记下来。	搞定这次顺便把原因记下来	300	1.000000	false
suffix_networks_a4d384055a07	Networks	先保证正确，再谈优雅。	先保证正确再谈优雅	300	1.000000	false
suffix_networks_ac3ee4fc3d51	Networks	卡住就把输入输出列出来。	卡住就把输入输出列出来	300	1.000000	false
suffix_networks_f6592e8a1a7e	Networks	拆小一点就没那么吓人。	拆小一点就没那么吓人	300	1.000000	false
suffix_networks_fbad933f60ec	Networks	先把报错和上下文看全。	先把报错和上下文看全	300	1.000000	false
suffix_proactivechat_036427092284	ProactiveChat	给我一个你的版本。	给我一个你的版本	225	1.000000	false
suffix_proactivechat_041edfd6f1a0	ProactiveChat	随便聊聊也行。	随便聊聊也行	225	1.000000	false
suffix_proactivechat_2109113c716c	ProactiveChat	想说多少都行。	想说多少都行	225	1.000000	false
suffix_proactivechat_2407b7ffa150	ProactiveChat	慢慢想，不急。	慢慢想不急	225	1.000000	false
suffix_proactivechat_28c18547499c	ProactiveChat	什么？	什么	90	1.000000	false
suffix_proactivechat_3fb69107d5de	ProactiveChat	你怎么想的？	你怎么想的	225	1.000000	false
suffix_proactivechat_7c5eaaeb9efc	ProactiveChat	我听着呢。	我听着呢	225	1.000000	false
suffix_proactivechat_8a5853ca34d1	ProactiveChat	别只回个表情包。	别只回个表情包	225	1.000000	false
suffix_proactivechat_91a118b1fe05	ProactiveChat	答案离谱点也没关系。	答案离谱点也没关系	225	1.000000	false
suffix_proactivechat_c2455b3e9ddb	ProactiveChat	让我多认识你一点。	让我多认识你一点	225	1.000000	false
suffix_proactivechat_c7850d952313	ProactiveChat	说来听听。	说来听听	225	1.000000	false
suffix_proactivechat_def3b87f5069	ProactiveChat	讲真的就行。	讲真的就行	225	1.000000	false
suffix_proactivechat_f3203e96b561	ProactiveChat	别拿标准答案糊弄我。	别拿标准答案糊弄我	225	1.000000	false
suffix_python_0218b0dd0a57	Python	日志比你脑补靠谱。	日志比你脑补靠谱	300	1.000000	false
suffix_python_026831c69319	Python	别让一个问题带出三个新问题。	别让一个问题带出三个新问题	300	1.000000	false
suffix_python_2d2de2ea1307	Python	别一上来就重写。	别一上来就重写	300	1.000000	false
suffix_python_444d45d50eb8	Python	你慢慢来，我又不催你。	你慢慢来我又不催你	300	1.000000	false
suffix_python_50e884179dc1	Python	搞定这次顺便把原因记下来。	搞定这次顺便把原因记下来	300	1.000000	false
suffix_python_57e8b36cb17c	Python	拆小一点就没那么吓人。	拆小一点就没那么吓人	300	1.000000	false
suffix_python_5ad113b95e46	Python	最小复现跑通再说。	最小复现跑通再说	300	1.000000	false
suffix_python_6bd689fc63e6	Python	先把报错和上下文看全。	先把报错和上下文看全	300	1.000000	false
suffix_python_9a8c74ab5d15	Python	先保证正确，再谈优雅。	先保证正确再谈优雅	300	1.000000	false
suffix_python_9aed82e5bc3a	Python	写个测试把它钉住。	写个测试把它钉住	300	1.000000	false
suffix_python_9b1cbae4fa1f	Python	卡住就把输入输出列出来。	卡住就把输入输出列出来	300	1.000000	false
suffix_python_b84c2ee9e5b5	Python	修好了记得提交，别又忘。	修好了记得提交别又忘	300	1.000000	false
suffix_python_f8404b605a23	Python	先确认事实再动代码。	先确认事实再动代码	300	1.000000	false
suffix_study_093ad552f4f0	Study	我在这儿呢，你慢慢啃。	我在这儿呢你慢慢啃	300	1.000000	false
suffix_study_19a14e90925f	Study	等你搞定了我给你说个 6。	等你搞定了我给你说个6	300	1.000000	false
suffix_study_4950db02ccaa	Study	先做完最小的一步再加码。	先做完最小的一步再加码	300	1.000000	false
suffix_study_6339a3252268	Study	每天推进一点就够了。	每天推进一点就够了	300	1.000000	false
suffix_study_81e79362903b	Study	把它讲给我听一遍试试。	把它讲给我听一遍试试	300	1.000000	false
suffix_study_90882969f0f7	Study	能复述出来就已经赢一半了。	能复述出来就已经赢一半了	300	1.000000	false
suffix_study_9be9ede9c945	Study	今天能弄懂一个点就算赚。	今天能弄懂一个点就算赚	300	1.000000	false
suffix_study_9f4823baf90c	Study	先做十分钟，状态自然会来。	先做十分钟状态自然会来	300	1.000000	false
suffix_study_a40a37371145	Study	不会就查，没什么丢人的。	不会就查没什么丢人的	300	1.000000	false
suffix_study_b0b482808b83	Study	记笔记别只复制，写你自己的话。	记笔记别只复制写你自己的话	300	1.000000	false
suffix_study_cc7a86203d0d	Study	学会了记得拿来跟我显摆一下。	学会了记得拿来跟我显摆一下	300	1.000000	false
suffix_study_dda01f0d463e	Study	别跟别人比进度，烦不烦。	别跟别人比进度烦不烦	300	1.000000	false
suffix_study_e57023819eba	Study	实在累了就歇会儿再继续。	实在累了就歇会儿再继续	300	1.000000	false
suffix_systems_228bd70021cb	Systems	先把报错和上下文看全。	先把报错和上下文看全	300	1.000000	false
suffix_systems_4408dddc024c	Systems	别一上来就重写。	别一上来就重写	300	1.000000	false
suffix_systems_4c121a4c697e	Systems	日志比你脑补靠谱。	日志比你脑补靠谱	300	1.000000	false
suffix_systems_70eff7468f43	Systems	你慢慢来，我又不催你。	你慢慢来我又不催你	300	1.000000	false
suffix_systems_7f86c4feecff	Systems	搞定这次顺便把原因记下来。	搞定这次顺便把原因记下来	300	1.000000	false
suffix_systems_86b49e4812bb	Systems	修好了记得提交，别又忘。	修好了记得提交别又忘	300	1.000000	false
suffix_systems_99a7a78e2e15	Systems	先保证正确，再谈优雅。	先保证正确再谈优雅	300	1.000000	false
suffix_systems_b06f829b0908	Systems	最小复现跑通再说。	最小复现跑通再说	300	1.000000	false
suffix_systems_bb7c2acb2424	Systems	拆小一点就没那么吓人。	拆小一点就没那么吓人	300	1.000000	false
suffix_systems_c68aa6210b38	Systems	卡住就把输入输出列出来。	卡住就把输入输出列出来	300	1.000000	false
suffix_systems_d766aa0237ff	Systems	先确认事实再动代码。	先确认事实再动代码	300	1.000000	false
suffix_systems_e54b74b85541	Systems	写个测试把它钉住。	写个测试把它钉住	300	1.000000	false
suffix_systems_fea17b881cd7	Systems	别让一个问题带出三个新问题。	别让一个问题带出三个新问题	300	1.000000	false
suffix_wanderinglife_1f6e411916b9	WanderingLife	没什么大道理，就是这样。	没什么大道理就是这样	225	1.000000	false
