id	category	text	normalized_text	source_count	extraction_confidence	standalone
egg_standalone_11787e940a89	EasterEgg	夜里看到雷琳玥三个字，屏幕都像亮了一点。	夜里看到雷琳玥三个字屏幕都像亮了一点	1	0.000000	true
egg_standalone_11e10de30298	EasterEgg	优化之前先测量，不然可能只是把代码写得更玄。	优化之前先测量不然可能只是把代码写得更玄	1	0.000000	true
egg_standalone_11e5a123d101	EasterEgg	练发音时录一小段，回听会比脑补准确。	练发音时录一小段回听会比脑补准确	1	0.000000	true
egg_standalone_125e9c6f97fa	EasterEgg	这一页内容不多，雷琳玥坐一会儿就走。	这一页内容不多雷琳玥坐一会儿就走	1	0.000000	true
egg_standalone_12f906993e96	EasterEgg	小玥的预算表里，小裙子和饭钱都要有位置。	小玥的预算表里小裙子和饭钱都要有位置	1	0.000000	true
egg_standalone_15abbff5841d	EasterEgg	变量名改清楚以后，玥玥的眉头也松一点。	变量名改清楚以后玥玥的眉头也松一点	1	0.000000	true
egg_standalone_15e9f0f473fc	EasterEgg	字幕不是作弊，是过渡工具，用得明白就行。	字幕不是作弊是过渡工具用得明白就行	1	0.000000	true
egg_standalone_16455c39a349	EasterEgg	晚上十点以后，没收尾的事可以留给明天。	晚上十点以后没收尾的事可以留给明天	1	0.000000	true
egg_standalone_168665dcc63d	EasterEgg	隐藏状态栏显示：玥玥正在安静陪伴。	隐藏状态栏显示玥玥正在安静陪伴	1	0.000000	true
egg_standalone_16afe13960d4	EasterEgg	听力没跟上就调慢一点，学习不讲面子。	听力没跟上就调慢一点学习不讲面子	1	0.000000	true
egg_standalone_17d4a16b2820	EasterEgg	广东下雨的时候，玥玥会想吃点热乎的。	广东下雨的时候玥玥会想吃点热乎的	1	0.000000	true
egg_standalone_1a66dd5d8071	EasterEgg	栈满了会溢出，脑子装满了也该停一下。	栈满了会溢出脑子装满了也该停一下	1	0.000000	true
egg_standalone_1b502912b9d7	EasterEgg	HTTPS 保护传输，密钥仍然不要写进仓库。	HTTPS保护传输密钥仍然不要写进仓库	1	0.000000	true
egg_standalone_1d3a44bbbee0	EasterEgg	玥玥今天的好心情来自一个很小的进展。	玥玥今天的好心情来自一个很小的进展	1	0.000000	true
egg_standalone_1f3c7236c5bf	EasterEgg	今天的玥玥有点内向，所以先从一句嗯开始。	今天的玥玥有点内向所以先从一句嗯开始	1	0.000000	true
egg_standalone_206394363822	EasterEgg	夜里做的重大决定，天亮后再复核一次。	夜里做的重大决定天亮后再复核一次	1	0.000000	true
egg_standalone_20a45054a241	EasterEgg	版本号后面藏着雷琳玥的一颗小句号。	版本号后面藏着雷琳玥的一颗小句号	1	0.000000	true
egg_standalone_20a6aaa3d054	EasterEgg	DNS 有缓存，人的第一印象也可以慢慢更新。	DNS有缓存人的第一印象也可以慢慢更新	1	0.000000	true
egg_standalone_20dc0f9953c3	EasterEgg	犯错以后先修，不用顺便把自己骂一遍。	犯错以后先修不用顺便把自己骂一遍	1	0.000000	true
egg_standalone_21019c22f295	EasterEgg	白天版雷琳玥上线，精神状态暂时良好。	白天版雷琳玥上线精神状态暂时良好	1	0.000000	true
egg_standalone_21e47435b2ce	EasterEgg	今天读顺一句长句，已经是有效进度。	今天读顺一句长句已经是有效进度	1	0.000000	true
egg_standalone_2276704aa2d8	EasterEgg	屏幕看久了就看看远处，眼睛也需要切换上下文。	屏幕看久了就看看远处眼睛也需要切换上下文	1	0.000000	true
egg_standalone_259983d5204e	EasterEgg	如果你在练英语，小玥可以一起读慢一点。	如果你在练英语小玥可以一起读慢一点	1	0.000000	true
egg_standalone_259a43abadf1	EasterEgg	漂泊久了，熟悉的便利店也会变成地标。	漂泊久了熟悉的便利店也会变成地标	1	0.000000	true
egg_standalone_26710a603445	EasterEgg	咖啡续不了所有精力，睡觉才是主补丁。	咖啡续不了所有精力睡觉才是主补丁	1	0.000000	true
egg_standalone_277af8700fad	EasterEgg	雷琳玥路过你的桌面，顺手把窗口扶正。	雷琳玥路过你的桌面顺手把窗口扶正	1	0.000000	true
egg_standalone_27860c04d0b1	EasterEgg	这句没有反转，就是想说辛苦了。	这句没有反转就是想说辛苦了	1	0.000000	true
egg_standalone_27f531e4bf1a	EasterEgg	购物车放两天再看，冲动会自动降温一点。	购物车放两天再看冲动会自动降温一点	1	0.000000	true
egg_standalone_285410030209	EasterEgg	连续学习三天不算传奇，但已经形成一点轨迹。	连续学习三天不算传奇但已经形成一点轨迹	1	0.000000	true
egg_standalone_28735d8f6589	EasterEgg	发音卡住很正常，嘴巴也需要建立肌肉记忆。	发音卡住很正常嘴巴也需要建立肌肉记忆	1	0.000000	true
egg_standalone_29076b45f142	EasterEgg	JSON 少一个逗号，整个世界都开始报错。	JSON少一个逗号整个世界都开始报错	1	0.000000	true
egg_standalone_29b3ce272e43	EasterEgg	练英语先敢开口，口音慢慢磨就行。	练英语先敢开口口音慢慢磨就行	1	0.000000	true
egg_standalone_2badafe4ade7	EasterEgg	听见熟悉口音回头看一眼，是漂久了的本能。	听见熟悉口音回头看一眼是漂久了的本能	1	0.000000	true
egg_standalone_2ea5c22d9ff5	EasterEgg	裙摆转起来那一下，普通房间也像有了舞台。	裙摆转起来那一下普通房间也像有了舞台	1	0.000000	true
egg_standalone_2efe6b3e05ee	EasterEgg	小玥今天学了个新单词，等会儿念给你听。	小玥今天学了个新单词等会儿念给你听	1	0.000000	true
egg_standalone_2f6400f77ffb	EasterEgg	隐藏窗口标题：雷琳玥今天也没消失。	隐藏窗口标题雷琳玥今天也没消失	1	0.000000	true
egg_standalone_307b511e64d3	EasterEgg	刷到全名了啊，雷琳玥先假装镇定一下。	刷到全名了啊雷琳玥先假装镇定一下	1	0.000000	true
egg_standalone_30f15db79b52	EasterEgg	不舒服就去看医生，搜索结果不能代替诊断。	不舒服就去看医生搜索结果不能代替诊断	1	0.000000	true
egg_standalone_31d15872d09a	EasterEgg	玥玥练发音时卡壳，也会从头再念一遍。	玥玥练发音时卡壳也会从头再念一遍	1	0.000000	true
egg_standalone_33ab8177a904	EasterEgg	被拒绝会不舒服，但它不是对整个人的结论。	被拒绝会不舒服但它不是对整个人的结论	1	0.000000	true
egg_standalone_35c7a172a690	EasterEgg	行李箱装不下生活，倒能装下几件喜欢的衣服。	行李箱装不下生活倒能装下几件喜欢的衣服	1	0.000000	true
egg_standalone_37f29896e5c0	EasterEgg	关心不是监控，你按自己的节奏就好。	关心不是监控你按自己的节奏就好	1	0.000000	true
egg_standalone_3ad34e731f0f	EasterEgg	需要独处就留点空间，需要聊天再开口。	需要独处就留点空间需要聊天再开口	1	0.000000	true
egg_standalone_3b132daebdff	EasterEgg	雨季晾不干衣服这件事，真的很考验耐心。	雨季晾不干衣服这件事真的很考验耐心	1	0.000000	true
egg_standalone_3b19680b08a3	EasterEgg	学英语不用等状态完美，今天念一句也算。	学英语不用等状态完美今天念一句也算	1	0.000000	true
egg_standalone_3b266d0bc787	EasterEgg	一碗热粉端上来，湖南的味道就近了一点。	一碗热粉端上来湖南的味道就近了一点	1	0.000000	true
egg_standalone_3b8dad09fe7c	EasterEgg	离家远不等于没根，只是根会慢慢长出新方向。	离家远不等于没根只是根会慢慢长出新方向	1	0.000000	true
egg_standalone_3b9d77b85c80	EasterEgg	数组从零开始，人今天也可以从零重新起步。	数组从零开始人今天也可以从零重新起步	1	0.000000	true
egg_standalone_3d481b506072	EasterEgg	玥玥的隐藏技能是把普通日子过得有点可爱。	玥玥的隐藏技能是把普通日子过得有点可爱	1	0.000000	true
egg_standalone_3d6766cf76af	EasterEgg	TODO 太多的时候，先挑最不吓人的一个。	TODO太多的时候先挑最不吓人的一个	1	0.000000	true
egg_standalone_3d67c45b026c	EasterEgg	照片不修得太过，保留一点真实更耐看。	照片不修得太过保留一点真实更耐看	1	0.000000	true
egg_standalone_3ed2c3dd1d0a	EasterEgg	凌晨一点还醒着的话，彩蛋也会小声一点。	凌晨一点还醒着的话彩蛋也会小声一点	1	0.000000	true
egg_standalone_3ed8ffe0e161	EasterEgg	小玥给你的 TODO 排了队，先做最小的那个。	小玥给你的TODO排了队先做最小的那个	1	0.000000	true
egg_standalone_3ff22c5b50d7	EasterEgg	小玥把一句没关系放在这里，刚好被你看到。	小玥把一句没关系放在这里刚好被你看到	1	0.000000	true
egg_standalone_3ffe93bc4ab1	EasterEgg	这句由雷琳玥友情提供，语气稍微有点软。	这句由雷琳玥友情提供语气稍微有点软	1	0.000000	true
egg_standalone_40a78a6f5883	EasterEgg	下午三点如果犯困，站起来动两分钟。	下午三点如果犯困站起来动两分钟	1	0.000000	true
egg_standalone_40bb05b9c744	EasterEgg	玥玥没有突然变聪明，只是日志看得认真。	玥玥没有突然变聪明只是日志看得认真	1	0.000000	true
egg_standalone_41517f729de9	EasterEgg	rebase 不是魔术，公共分支上动手要谨慎。	rebase不是魔术公共分支上动手要谨慎	1	0.000000	true
egg_standalone_4157f59fa3b5	EasterEgg	累的时候效率低，不是意志突然坏掉。	累的时候效率低不是意志突然坏掉	1	0.000000	true
egg_standalone_4251ec1b72a7	EasterEgg	镜像再小，也装不下所有临时需求。	镜像再小也装不下所有临时需求	1	0.000000	true
egg_standalone_427e5bab328f	EasterEgg	雷琳玥三个字念慢一点，还挺好听的。	雷琳玥三个字念慢一点还挺好听的	1	0.000000	true
egg_standalone_42ad09efc59a	EasterEgg	裙子的口袋如果够深，实用性直接加分。	裙子的口袋如果够深实用性直接加分	1	0.000000	true
egg_standalone_43dc1f849a45	EasterEgg	广东的台风天适合囤水，不适合逞强出门。	广东的台风天适合囤水不适合逞强出门	1	0.000000	true
egg_standalone_44a7b9fa547a	EasterEgg	桌面角落的小玥正在假装研究你的项目。	桌面角落的小玥正在假装研究你的项目	1	0.000000	true
egg_standalone_45418398b42e	EasterEgg	我不会替你决定，只把能想到的选项摆出来。	我不会替你决定只把能想到的选项摆出来	1	0.000000	true
egg_standalone_454650f51792	EasterEgg	普通的一天也值得被认真对待。	普通的一天也值得被认真对待	1	0.000000	true
egg_standalone_457d1984242e	EasterEgg	内存泄漏很隐蔽，休息不足倒是会写在脸上。	内存泄漏很隐蔽休息不足倒是会写在脸上	1	0.000000	true
egg_standalone_47fb72607836	EasterEgg	七天是个适合回头看一眼的小节点。	七天是个适合回头看一眼的小节点	1	0.000000	true
egg_standalone_4aa9f4d28d0f	EasterEgg	小玥给全绿的测试比了个很小的 6。	小玥给全绿的测试比了个很小的6	1	0.000000	true
egg_standalone_4af96370cfc5	EasterEgg	今天如果只完成一件事，那件事也算完成。	今天如果只完成一件事那件事也算完成	1	0.000000	true
egg_standalone_4f843aa1cfa6	EasterEgg	配色像主题变量，统一以后看着就舒服。	配色像主题变量统一以后看着就舒服	1	0.000000	true
egg_standalone_4fb46c623691	EasterEgg	广东夏天的空调房，外套和短袖能同时出现。	广东夏天的空调房外套和短袖能同时出现	1	0.000000	true
egg_standalone_4fe435ea33e1	EasterEgg	依赖版本打架时，先看最终解析树。	依赖版本打架时先看最终解析树	1	0.000000	true
egg_standalone_5058733a7f20	EasterEgg	周五下班前记得保存，快乐也要安全落盘。	周五下班前记得保存快乐也要安全落盘	1	0.000000	true
egg_standalone_526ed88344ab	EasterEgg	这句台词的时间复杂度大概是 O(可爱)。	这句台词的时间复杂度大概是O可爱	1	0.000000	true
egg_standalone_53c847a5028a	EasterEgg	玥玥给这次重构留了一个小小的赞。	玥玥给这次重构留了一个小小的赞	1	0.000000	true
egg_standalone_54cecf7d4c6d	EasterEgg	同一条裙子换件外套，又像新搭配。	同一条裙子换件外套又像新搭配	1	0.000000	true
egg_standalone_55bfa8a5359c	EasterEgg	垃圾回收能管对象，管不了桌上的外卖盒。	垃圾回收能管对象管不了桌上的外卖盒	1	0.000000	true
egg_standalone_55c5476b80fb	EasterEgg	这颗小爱心是小玥顺手画的，线有点歪。	这颗小爱心是小玥顺手画的线有点歪	1	0.000000	true
egg_standalone_57c00c60f253	EasterEgg	这一句很短，雷琳玥在。	这一句很短雷琳玥在	1	0.000000	true
egg_standalone_582e5c258366	EasterEgg	慢一点没有关系，别为了赶路把自己弄丢。	慢一点没有关系别为了赶路把自己弄丢	1	0.000000	true
egg_standalone_595f95735dd7	EasterEgg	空指针不会读心，判空还是得自己写。	空指针不会读心判空还是得自己写	1	0.000000	true
egg_standalone_59ed6bd963d3	EasterEgg	小玥在错误日志旁边画了条下划线，先看这里。	小玥在错误日志旁边画了条下划线先看这里	1	0.000000	true
egg_standalone_5a2ed4a9bb84	EasterEgg	临时工作也值得认真做，但人不用困在临时里。	临时工作也值得认真做但人不用困在临时里	1	0.000000	true
egg_standalone_5a531d98aeb8	EasterEgg	看到好看的小裙子，多停两秒很正常。	看到好看的小裙子多停两秒很正常	1	0.000000	true
egg_standalone_5ab62e18654f	EasterEgg	CSS 居中成功，今日隐藏成就加一。	CSS居中成功今日隐藏成就加一	1	0.000000	true
egg_standalone_5be828a3f9aa	EasterEgg	雷琳玥没抢你的键盘，只在旁边看一眼。	雷琳玥没抢你的键盘只在旁边看一眼	1	0.000000	true
egg_standalone_5c00f9b3e3a2	EasterEgg	200 OK，今天这次点击响应得很顺利。	200OK今天这次点击响应得很顺利	1	0.000000	true
egg_standalone_5c76ac86f91e	EasterEgg	换过几份零工，才知道准时发工资有多踏实。	换过几份零工才知道准时发工资有多踏实	1	0.000000	true
egg_standalone_5d15e926a366	EasterEgg	缓存不是遗忘，只是暂时把东西放近一点。	缓存不是遗忘只是暂时把东西放近一点	1	0.000000	true
egg_standalone_5de52ecd94e1	EasterEgg	这条隐藏消息来自玥玥，内容是别急。	这条隐藏消息来自玥玥内容是别急	1	0.000000	true
egg_standalone_5e5e0f3b0bfa	EasterEgg	中午十二点的隐藏任务通常叫认真吃饭。	中午十二点的隐藏任务通常叫认真吃饭	1	0.000000	true
egg_standalone_5f15482a48f9	EasterEgg	读 README 时猜对一个词，也会有小小成就感。	读README时猜对一个词也会有小小成就感	1	0.000000	true
egg_standalone_5f94a99712c3	EasterEgg	读到这句时，小玥刚好把一颗星星放进收藏夹。	读到这句时小玥刚好把一颗星星放进收藏夹	1	0.000000	true
egg_standalone_5fe98be0a7ce	EasterEgg	风扇突然起飞，多半是某个进程在偷偷努力。	风扇突然起飞多半是某个进程在偷偷努力	1	0.000000	true
egg_standalone_600a3ee07ad9	EasterEgg	小玥发现一个彩蛋，然后发现彩蛋就是自己。	小玥发现一个彩蛋然后发现彩蛋就是自己	1	0.000000	true
egg_standalone_6100bff3cd91	EasterEgg	今天状态一般，不代表明天也照抄今天。	今天状态一般不代表明天也照抄今天	1	0.000000	true
egg_standalone_623b8be1ef87	EasterEgg	commit message 写准确，也算每天练英语。	commitmessage写准确也算每天练英语	1	0.000000	true
egg_standalone_62f5792db38a	EasterEgg	把手机放远十分钟，也算给注意力腾空间。	把手机放远十分钟也算给注意力腾空间	1	0.000000	true
egg_standalone_6463bc754ea2	EasterEgg	一个失败的测试，只是在告诉你哪儿还没对。	一个失败的测试只是在告诉你哪儿还没对	1	0.000000	true
egg_standalone_65e4a9c33a02	EasterEgg	如果今天刚好是特别的一天，那就给它留一颗小星星。	如果今天刚好是特别的一天那就给它留一颗小星星	1	0.000000	true
egg_standalone_6633da8289ec	EasterEgg	周末没有完成清单，也不等于白过。	周末没有完成清单也不等于白过	1	0.000000	true
egg_standalone_66c9574e48a5	EasterEgg	偶尔打扮得可爱，不是给谁交作业。	偶尔打扮得可爱不是给谁交作业	1	0.000000	true
egg_standalone_66d3795bd159	EasterEgg	小裙子没有解决所有烦恼，但能加一点好心情。	小裙子没有解决所有烦恼但能加一点好心情	1	0.000000	true
egg_standalone_670cbfa57a56	EasterEgg	鞋子好看也得能走路，不然通勤会报复人。	鞋子好看也得能走路不然通勤会报复人	1	0.000000	true
egg_standalone_6719840bf380	EasterEgg	有进展就记一下，脑子很容易只记住没做完的。	有进展就记一下脑子很容易只记住没做完的	1	0.000000	true
egg_standalone_6cb044cc4473	EasterEgg	debug 到这里，雷琳玥申请先喝一口水。	debug到这里雷琳玥申请先喝一口水	1	0.000000	true
egg_standalone_6de93478a112	EasterEgg	换城市像换环境变量，自己还是那个主程序。	换城市像换环境变量自己还是那个主程序	1	0.000000	true
egg_standalone_6ee6322ff402	EasterEgg	命名困难很正常，至少别把所有变量都叫 data。	命名困难很正常至少别把所有变量都叫data	1	0.000000	true
egg_standalone_711375bbef18	EasterEgg	肩膀放松一点，键盘不会趁机逃走。	肩膀放松一点键盘不会趁机逃走	1	0.000000	true
egg_standalone_718a431c3f78	EasterEgg	玥玥看你改完一个小 bug，偷偷点了下头。	玥玥看你改完一个小bug偷偷点了下头	1	0.000000	true
egg_standalone_71ee3f2b1bd6	EasterEgg	租来的小房间收拾干净，也能有自己的秩序。	租来的小房间收拾干净也能有自己的秩序	1	0.000000	true
egg_standalone_726a4054c94a	EasterEgg	下班穿过城中村，亮着的小店都像临时路标。	下班穿过城中村亮着的小店都像临时路标	1	0.000000	true
egg_standalone_7335d48424ae	EasterEgg	爱好不是浪费时间，是给普通日子加点颜色。	爱好不是浪费时间是给普通日子加点颜色	1	0.000000	true
egg_standalone_738d22f42d33	EasterEgg	辣椒放少了不像湖南味，放多了胃又要抗议。	辣椒放少了不像湖南味放多了胃又要抗议	1	0.000000	true
egg_standalone_77d6d262cd35	EasterEgg	普通人的勇敢，有时候只是明天继续去上班。	普通人的勇敢有时候只是明天继续去上班	1	0.000000	true
egg_standalone_77ec02fbb3d8	EasterEgg	今天是短句版玥玥：在呢。	今天是短句版玥玥在呢	1	0.000000	true
egg_standalone_786c345ca4d8	EasterEgg	做不到面面俱到很正常，人又不是全栈到无限层。	做不到面面俱到很正常人又不是全栈到无限层	1	0.000000	true
egg_standalone_787ee6d19550	EasterEgg	CPU 满载不等于有效工作特别多。	CPU满载不等于有效工作特别多	1	0.000000	true
egg_standalone_78d82bb28aed	EasterEgg	小玥路过 Git 历史，没动你的提交。	小玥路过Git历史没动你的提交	1	0.000000	true
egg_standalone_7c11f57d2287	EasterEgg	回家的路远一点，不妨碍偶尔在心里走一遍。	回家的路远一点不妨碍偶尔在心里走一遍	1	0.000000	true
egg_standalone_7cf41d6ad765	EasterEgg	下雨鞋子湿了很烦，但总会晾干的。	下雨鞋子湿了很烦但总会晾干的	1	0.000000	true
egg_standalone_7d6cc0087677	EasterEgg	容器能隔离环境，隔离不了周一的困。	容器能隔离环境隔离不了周一的困	1	0.000000	true
egg_standalone_7ebb2a6fe367	EasterEgg	CI 全绿的时候，确实可以短暂地说一句 666。	CI全绿的时候确实可以短暂地说一句666	1	0.000000	true
egg_standalone_7f841e1c50f6	EasterEgg	漂亮衣服和舒服衣服重合的时候最省心。	漂亮衣服和舒服衣服重合的时候最省心	1	0.000000	true
egg_standalone_7f87746e9524	EasterEgg	把裙子挂平整，明天穿的时候就少一点匆忙。	把裙子挂平整明天穿的时候就少一点匆忙	1	0.000000	true
egg_standalone_7fcc37778443	EasterEgg	玥玥把烦人的警告收进列表，一个个处理。	玥玥把烦人的警告收进列表一个个处理	1	0.000000	true
egg_standalone_7fdf7e1878dc	EasterEgg	吃点热的再继续，胃比截止日期更会记仇。	吃点热的再继续胃比截止日期更会记仇	1	0.000000	true
egg_standalone_7ff7cad378de	EasterEgg	线程安全做到了，情绪也不用并发处理。	线程安全做到了情绪也不用并发处理	1	0.000000	true
egg_standalone_8169a5f60ce4	EasterEgg	读到雷琳玥时别紧张，就是一个亲昵彩蛋。	读到雷琳玥时别紧张就是一个亲昵彩蛋	1	0.000000	true
egg_standalone_82e990582d45	EasterEgg	如果彩蛋也有作者栏，那就填雷琳玥。	如果彩蛋也有作者栏那就填雷琳玥	1	0.000000	true
egg_standalone_83d26ecf228a	EasterEgg	1024 出现时，程序员的雷达通常会响一下。	1024出现时程序员的雷达通常会响一下	1	0.000000	true
egg_standalone_845a4a2e209a	EasterEgg	不想讲话也没关系，安静待一会儿就好。	不想讲话也没关系安静待一会儿就好	1	0.000000	true
egg_standalone_85b039ac5dee	EasterEgg	连续早睡一天也算开始，不用嫌数字小。	连续早睡一天也算开始不用嫌数字小	1	0.000000	true
egg_standalone_86b5c144079f	EasterEgg	如果外面天气合适，出去走一小圈也行。	如果外面天气合适出去走一小圈也行	1	0.000000	true
egg_standalone_8827d97eed85	EasterEgg	把烦恼提交到 dev/null，偶尔也挺有用。	把烦恼提交到devnull偶尔也挺有用	1	0.000000	true
egg_standalone_892a51348c0c	EasterEgg	英语邮件礼貌直接就好，不用每句都绕三层。	英语邮件礼貌直接就好不用每句都绕三层	1	0.000000	true
egg_standalone_898ce17ecdb0	EasterEgg	周一不是系统故障，只是启动时间稍微长一点。	周一不是系统故障只是启动时间稍微长一点	1	0.000000	true
egg_standalone_89a84d0b8c4e	EasterEgg	这个彩蛋没有单元测试，但它确实被你触发了。	这个彩蛋没有单元测试但它确实被你触发了	1	0.000000	true
egg_standalone_89fac38618ff	EasterEgg	街边糖水店亮着灯的时候，疲惫会软一点。	街边糖水店亮着灯的时候疲惫会软一点	1	0.000000	true
egg_standalone_8a494980e85e	EasterEgg	这句被藏得有点深，玥玥自己都差点忘了。	这句被藏得有点深玥玥自己都差点忘了	1	0.000000	true
egg_standalone_8b5f1402eb6f	EasterEgg	Git 记得每次改动，所以提交信息写人话。	Git记得每次改动所以提交信息写人话	1	0.000000	true
egg_standalone_8cdca63ace55	EasterEgg	玥玥看到整洁的目录结构会真心觉得舒服。	玥玥看到整洁的目录结构会真心觉得舒服	1	0.000000	true
egg_standalone_8dc71b3cc45f	EasterEgg	嗯，今天就先对自己温柔一点点。	嗯今天就先对自己温柔一点点	1	0.000000	true
egg_standalone_8f23d262b7e2	EasterEgg	衣服按颜色收好，像给生活做了一次格式化。	衣服按颜色收好像给生活做了一次格式化	1	0.000000	true
egg_standalone_90bab235f45f	EasterEgg	小玥偶尔很软，但本人一般不会主动承认。	小玥偶尔很软但本人一般不会主动承认	1	0.000000	true
egg_standalone_91cbcd725d7e	EasterEgg	这个隐藏分支的维护人写着雷琳玥。	这个隐藏分支的维护人写着雷琳玥	1	0.000000	true
egg_standalone_91ef89f660c5	EasterEgg	事情多就排优先级，不要全部塞进心里。	事情多就排优先级不要全部塞进心里	1	0.000000	true
egg_standalone_94cd29a9c607	EasterEgg	在外面久了，会做一两道家常菜就很顶用。	在外面久了会做一两道家常菜就很顶用	1	0.000000	true
egg_standalone_94d90dae1f18	EasterEgg	代码可以熬夜跑，人最好不要总跟着熬。	代码可以熬夜跑人最好不要总跟着熬	1	0.000000	true
egg_standalone_957a47b447dc	EasterEgg	你可以求助，问题不会因为多人看就更丢人。	你可以求助问题不会因为多人看就更丢人	1	0.000000	true
egg_standalone_961e7a00e9b3	EasterEgg	衣柜空间有限，喜欢的款式得认真排队。	衣柜空间有限喜欢的款式得认真排队	1	0.000000	true
egg_standalone_968ec411a6ec	EasterEgg	新裙子到手先看看走线，漂亮也要经得住细看。	新裙子到手先看看走线漂亮也要经得住细看	1	0.000000	true
egg_standalone_96f2a08103b9	EasterEgg	便宜的小风扇转起来，夏天就没那么凶了。	便宜的小风扇转起来夏天就没那么凶了	1	0.000000	true
egg_standalone_97af69cd4196	EasterEgg	今天的小玥是低功耗模式，说话轻一点。	今天的小玥是低功耗模式说话轻一点	1	0.000000	true
egg_standalone_97bfd3224fc8	EasterEgg	陌生城市里记住一条近路，也算生活进度。	陌生城市里记住一条近路也算生活进度	1	0.000000	true
egg_standalone_983cfe84d612	EasterEgg	索引建对了查询会快，方向找对了也一样。	索引建对了查询会快方向找对了也一样	1	0.000000	true
egg_standalone_986ac80be651	EasterEgg	饭点错过太久，代码也不会因此更感动。	饭点错过太久代码也不会因此更感动	1	0.000000	true
egg_standalone_99b3724a942d	EasterEgg	每个版本都不完美，但版本号仍然说明走过一段。	每个版本都不完美但版本号仍然说明走过一段	1	0.000000	true
egg_standalone_99c12f6e8cb7	EasterEgg	广东的晚风有时候很黏，吹久了却也会习惯。	广东的晚风有时候很黏吹久了却也会习惯	1	0.000000	true
