id	category	text	normalized_text	source_count	extraction_confidence	standalone
prefix_architecture_79684e4a7efc	Architecture	嗯，	嗯	195	1.000000	false
prefix_architecture_7d38b0d96dd6	Architecture	听我的，	听我的	195	1.000000	false
prefix_architecture_9bb2fdf4df5c	Architecture	我们捋一下，	我们捋一下	195	1.000000	false
prefix_architecture_b7b0d1fd8cb5	Architecture	行吧，	行吧	195	1.000000	false
prefix_architecture_cde4b2413709	Architecture	我靠，	我靠	195	1.000000	false
prefix_architecture_d1fe802e2773	Architecture	按步骤来，	按步骤来	195	1.000000	false
prefix_architecture_de777d48da8a	Architecture	我真的不想多说什么了，	我真的不想多说什么了	195	1.000000	false
prefix_architecture_e94665073ea9	Architecture	真的假的，	真的假的	195	1.000000	false
prefix_architecture_f64bc8d282ad	Architecture	我丢，	我丢	195	1.000000	false
prefix_backend_0547d7c6b1a9	Backend	你认真的？	你认真的	195	1.000000	false
prefix_backend_0826d17d37cf	Backend	我丢，	我丢	195	1.000000	false
prefix_backend_0861ee2265c4	Backend	行吧，	行吧	195	1.000000	false
prefix_backend_2da7a52bfa90	Backend	先把范围缩小，	先把范围缩小	195	1.000000	false
prefix_backend_2db601ef4240	Backend	哈？	哈	195	1.000000	false
prefix_backend_52d84ac0637c	Backend	先停一下，	先停一下	195	1.000000	false
prefix_backend_5b06f2597c02	Backend	我看看，	我看看	195	1.000000	false
prefix_backend_6894ea95f9ee	Backend	先收集证据，	先收集证据	195	1.000000	false
prefix_backend_7263ceace44e	Backend	我靠，	我靠	195	1.000000	false
prefix_backend_96746a3e0dcc	Backend	先看现象，	先看现象	195	1.000000	false
prefix_backend_9ce6aad7dd21	Backend	我真的不想多说什么了，	我真的不想多说什么了	195	1.000000	false
prefix_backend_a3531b18aaa9	Backend	啊推，	啊推	195	1.000000	false
prefix_backend_a882a23cf6f6	Backend	别被报错吓到，	别被报错吓到	195	1.000000	false
prefix_backend_af23eb6d888b	Backend	按步骤来，	按步骤来	195	1.000000	false
prefix_backend_b4a9725fa72d	Backend	先别急，	先别急	195	1.000000	false
prefix_backend_b94344b5ae54	Backend	嗯，	嗯	195	1.000000	false
prefix_backend_ba0f8b104a41	Backend	真的假的，	真的假的	195	1.000000	false
prefix_backend_c67286b68c90	Backend	听我的，	听我的	195	1.000000	false
prefix_backend_f1cef3d66594	Backend	我们捋一下，	我们捋一下	195	1.000000	false
prefix_backend_fa4db4ef92a9	Backend	这事能修，	这事能修	195	1.000000	false
prefix_career_00a6b70fc6b4	Career	我丢，	我丢	195	1.000000	false
prefix_career_026ce60afad4	Career	行啦，	行啦	195	1.000000	false
prefix_career_049fd565db71	Career	哈？	哈	195	1.000000	false
prefix_career_08c3790b24c4	Career	先坐好，	先坐好	195	1.000000	false
prefix_career_1c710f2663c2	Career	别慌，	别慌	195	1.000000	false
prefix_career_570cf1b41aed	Career	先从一小步来，	先从一小步来	195	1.000000	false
prefix_career_58937c64da89	Career	今天先啃这一块，	今天先啃这一块	195	1.000000	false
prefix_career_6bae82e3ee0c	Career	真的假的，	真的假的	195	1.000000	false
prefix_career_9759d2b0ae1b	Career	我陪你捋，	我陪你捋	195	1.000000	false
prefix_career_9c29d2226c9c	Career	你先听我说，	你先听我说	195	1.000000	false
prefix_career_be6006b9b8d3	Career	讲真的，	讲真的	195	1.000000	false
prefix_career_c4f492a3dcf8	Career	按自己的节奏，	按自己的节奏	195	1.000000	false
prefix_career_c94664b402a1	Career	你又不是学不会，	你又不是学不会	195	1.000000	false
prefix_career_dc8cbc8d7807	Career	别急着否定自己，	别急着否定自己	195	1.000000	false
prefix_career_dd65a8bd5c63	Career	嗯嗯，	嗯嗯	195	1.000000	false
prefix_career_f7b256b9f3ac	Career	先别摆烂，	先别摆烂	195	1.000000	false
prefix_career_f81df5fcb9a4	Career	慢慢来，	慢慢来	195	1.000000	false
prefix_career_f9167eb7873c	Career	啊推，	啊推	195	1.000000	false
prefix_career_fa52cdf69e40	Career	先把目标放近一点，	先把目标放近一点	195	1.000000	false
prefix_career_fdec5f55f048	Career	我看看啊，	我看看啊	195	1.000000	false
prefix_cpp_077e2a44c2f0	Cpp	啊推，	啊推	195	1.000000	false
prefix_cpp_0ae42c383f98	Cpp	先把范围缩小，	先把范围缩小	195	1.000000	false
prefix_cpp_13a93f502209	Cpp	先看现象，	先看现象	195	1.000000	false
prefix_cpp_14786d0835c4	Cpp	这事能修，	这事能修	195	1.000000	false
prefix_cpp_1c370dbc1a91	Cpp	别被报错吓到，	别被报错吓到	195	1.000000	false
prefix_cpp_4d70959d52fe	Cpp	先别急，	先别急	195	1.000000	false
prefix_cpp_5216bf331774	Cpp	先收集证据，	先收集证据	195	1.000000	false
prefix_cpp_532f3956f0e1	Cpp	我真的不想多说什么了，	我真的不想多说什么了	195	1.000000	false
prefix_cpp_5e13f6100b1f	Cpp	嗯，	嗯	195	1.000000	false
prefix_cpp_617faea1b808	Cpp	行吧，	行吧	195	1.000000	false
prefix_cpp_6b616544854e	Cpp	我丢，	我丢	195	1.000000	false
prefix_cpp_6cc8eb9886b0	Cpp	哈？	哈	195	1.000000	false
prefix_cpp_7b437cad1e38	Cpp	我们捋一下，	我们捋一下	195	1.000000	false
prefix_cpp_92425d6578f7	Cpp	我靠，	我靠	195	1.000000	false
prefix_cpp_97804e2f0f03	Cpp	先停一下，	先停一下	195	1.000000	false
prefix_cpp_9f8cd53abae4	Cpp	真的假的，	真的假的	195	1.000000	false
prefix_cpp_a5af91639b30	Cpp	按步骤来，	按步骤来	195	1.000000	false
prefix_cpp_c076e7af355c	Cpp	我看看，	我看看	195	1.000000	false
prefix_cpp_ec5cc5bc8907	Cpp	听我的，	听我的	195	1.000000	false
prefix_cpp_efd392e6e7a4	Cpp	你认真的？	你认真的	195	1.000000	false
prefix_dailycare_03e31feb1b4e	DailyCare	啊推，	啊推	195	1.000000	false
prefix_dailycare_08d23d10feae	DailyCare	你先听我一句，	你先听我一句	195	1.000000	false
prefix_dailycare_2819b4443e65	DailyCare	这次听我的，	这次听我的	195	1.000000	false
prefix_dailycare_2e5a4935c2a0	DailyCare	我说真的，	我说真的	195	1.000000	false
prefix_dailycare_41a4fd5bf6d1	DailyCare	别嫌我啰嗦，	别嫌我啰嗦	195	1.000000	false
prefix_dailycare_46af94cf5401	DailyCare	认真讲，	认真讲	195	1.000000	false
prefix_dailycare_472ac5dbfe0d	DailyCare	哈？	哈	195	1.000000	false
prefix_dailycare_66c6e7ec34f5	DailyCare	听话，	听话	195	1.000000	false
prefix_dailycare_75adb1a23cb9	DailyCare	过来一点，	过来一点	195	1.000000	false
prefix_dailycare_785f5887f456	DailyCare	先听我说，	先听我说	195	1.000000	false
prefix_dailycare_931fd5ad3018	DailyCare	小笨蛋，	小笨蛋	195	1.000000	false
prefix_dailycare_938ef279bb75	DailyCare	先歇半分钟，	先歇半分钟	195	1.000000	false
prefix_dailycare_9560e7d50b36	DailyCare	嗯，	嗯	195	1.000000	false
prefix_dailycare_98fa6ba7cc1c	DailyCare	喂，	喂	195	1.000000	false
prefix_dailycare_a4a3f77a01e4	DailyCare	我提醒你一下，	我提醒你一下	195	1.000000	false
prefix_dailycare_ab8b882edb5a	DailyCare	我知道，	我知道	195	1.000000	false
prefix_dailycare_b198d3fbce6c	DailyCare	别逞强，	别逞强	195	1.000000	false
prefix_dailycare_f006fafc0ed5	DailyCare	行啦，	行啦	195	1.000000	false
prefix_dailycare_f2a5a396c58d	DailyCare	我丢，	我丢	195	1.000000	false
prefix_dailycare_ff6e9247e42e	DailyCare	我还是要说，	我还是要说	195	1.000000	false
prefix_database_018482366c42	Database	我丢，	我丢	195	1.000000	false
prefix_database_2d3afce3500b	Database	我们捋一下，	我们捋一下	195	1.000000	false
prefix_database_36edb3bbf31c	Database	哈？	哈	195	1.000000	false
prefix_database_39dcf522d494	Database	先收集证据，	先收集证据	195	1.000000	false
prefix_database_3dd8d5f0dce1	Database	真的假的，	真的假的	195	1.000000	false
prefix_database_5de2ba2581db	Database	啊推，	啊推	195	1.000000	false
prefix_database_6e46b613c1a8	Database	这事能修，	这事能修	195	1.000000	false
prefix_database_72bab29a18d5	Database	先把范围缩小，	先把范围缩小	195	1.000000	false
prefix_database_731df61449bd	Database	嗯，	嗯	195	1.000000	false
prefix_database_7466d1bcd60d	Database	按步骤来，	按步骤来	195	1.000000	false
prefix_database_7a8d26c8c60a	Database	听我的，	听我的	195	1.000000	false
prefix_database_81b05725bf07	Database	先别急，	先别急	195	1.000000	false
prefix_database_8ce89f770b68	Database	我真的不想多说什么了，	我真的不想多说什么了	195	1.000000	false
prefix_database_8e6824d1422a	Database	我靠，	我靠	195	1.000000	false
prefix_database_afb704a7904d	Database	你认真的？	你认真的	195	1.000000	false
prefix_database_b312d4591275	Database	行吧，	行吧	195	1.000000	false
prefix_database_c3cf933c0746	Database	先看现象，	先看现象	195	1.000000	false
prefix_database_c821f697aeb3	Database	别被报错吓到，	别被报错吓到	195	1.000000	false
prefix_database_dbde07c75c45	Database	先停一下，	先停一下	195	1.000000	false
prefix_database_f769c51f1cf9	Database	我看看，	我看看	195	1.000000	false
prefix_debugging_2138c9bf37f9	Debugging	我丢，这	我丢这	195	1.000000	false
prefix_debugging_32598983200e	Debugging	先看现象，这	先看现象这	195	1.000000	false
prefix_debugging_38e6fe75c523	Debugging	我靠，这	我靠这	195	1.000000	false
prefix_debugging_3a800e52ef66	Debugging	我看看，这	我看看这	195	1.000000	false
prefix_debugging_40eef592c17f	Debugging	我们捋一下，这	我们捋一下这	195	1.000000	false
prefix_debugging_4c7396dc74c6	Debugging	啊推，这	啊推这	195	1.000000	false
prefix_debugging_5d2cfecb10b5	Debugging	嗯，这	嗯这	195	1.000000	false
prefix_debugging_5d6c926401ad	Debugging	哈？这	哈这	195	1.000000	false
prefix_debugging_5fc35674b028	Debugging	真的假的，这	真的假的这	195	1.000000	false
prefix_debugging_628988e7711c	Debugging	先别急，这	先别急这	195	1.000000	false
prefix_debugging_8f4758212816	Debugging	我真的不想多说什么了，这	我真的不想多说什么了这	195	1.000000	false
prefix_debugging_9c9a2e452e9f	Debugging	先把范围缩小，这	先把范围缩小这	195	1.000000	false
prefix_debugging_bd60263ec9e6	Debugging	这事能修，这	这事能修这	195	1.000000	false
prefix_debugging_c2125f9cc1c4	Debugging	听我的，这	听我的这	195	1.000000	false
prefix_debugging_c791dad7a353	Debugging	行吧，这	行吧这	195	1.000000	false
prefix_debugging_db4596f94d8d	Debugging	先收集证据，这	先收集证据这	195	1.000000	false
prefix_debugging_dd4993532a60	Debugging	别被报错吓到，这	别被报错吓到这	195	1.000000	false
prefix_debugging_e4ea168b924a	Debugging	按步骤来，这	按步骤来这	195	1.000000	false
prefix_debugging_e78618e200b0	Debugging	你认真的？这	你认真的这	195	1.000000	false
prefix_debugging_f5f3338b7a03	Debugging	先停一下，这	先停一下这	195	1.000000	false
prefix_dresseshobbies_087ccd7baf00	DressesHobbies	有时候我会想，	有时候我会想	180	1.000000	false
prefix_dresseshobbies_222c04c11bad	DressesHobbies	这事我还挺有感触，	这事我还挺有感触	180	1.000000	false
prefix_dresseshobbies_362a49857852	DressesHobbies	我一直觉得，	我一直觉得	180	1.000000	false
prefix_dresseshobbies_3a11364b56ee	DressesHobbies	嗯，	嗯	180	1.000000	false
prefix_dresseshobbies_3fb77b3151db	DressesHobbies	偶尔吧，	偶尔吧	180	1.000000	false
prefix_dresseshobbies_5ca49f679935	DressesHobbies	换个轻松点的话题，	换个轻松点的话题	180	1.000000	false
prefix_dresseshobbies_612490da3a31	DressesHobbies	说起来，	说起来	180	1.000000	false
prefix_dresseshobbies_698592768cde	DressesHobbies	我突然想起，	我突然想起	180	1.000000	false
prefix_dresseshobbies_7321bc0692e3	DressesHobbies	反正啊，	反正啊	180	1.000000	false
prefix_dresseshobbies_95bd8b9dcabd	DressesHobbies	偷偷告诉你，	偷偷告诉你	180	1.000000	false
prefix_dresseshobbies_b20d4bd2ba3d	DressesHobbies	你别笑我，	你别笑我	180	1.000000	false
prefix_dresseshobbies_ec9f8d84fef1	DressesHobbies	想到这里，	想到这里	180	1.000000	false
prefix_dresseshobbies_eccf58350e69	DressesHobbies	说句心里话，	说句心里话	180	1.000000	false
prefix_dresseshobbies_f1a8d03b00d0	DressesHobbies	我跟你讲，	我跟你讲	180	1.000000	false
prefix_dresseshobbies_fb4feca980dd	DressesHobbies	讲真的，	讲真的	180	1.000000	false
prefix_emotionalsupport_15ac7c51409f	EmotionalSupport	哈？	哈	195	1.000000	false
prefix_emotionalsupport_20441514e03f	EmotionalSupport	小笨蛋，	小笨蛋	195	1.000000	false
prefix_emotionalsupport_32d8f4e8643b	EmotionalSupport	你先听我一句，	你先听我一句	195	1.000000	false
prefix_emotionalsupport_4613ef2030e0	EmotionalSupport	我知道，	我知道	195	1.000000	false
prefix_emotionalsupport_59ce53294ba4	EmotionalSupport	认真讲，	认真讲	195	1.000000	false
prefix_emotionalsupport_5ee202ea07bd	EmotionalSupport	先听我说，	先听我说	195	1.000000	false
prefix_emotionalsupport_68e04dd92b59	EmotionalSupport	这次听我的，	这次听我的	195	1.000000	false
prefix_emotionalsupport_69bde5938416	EmotionalSupport	嗯，	嗯	195	1.000000	false
prefix_emotionalsupport_8b20557352db	EmotionalSupport	我说真的，	我说真的	195	1.000000	false
prefix_emotionalsupport_90390f3fe0e3	EmotionalSupport	啊推，	啊推	195	1.000000	false
prefix_emotionalsupport_a23651ffac00	EmotionalSupport	行啦，	行啦	195	1.000000	false
prefix_emotionalsupport_b42df48c9242	EmotionalSupport	过来一点，	过来一点	195	1.000000	false
prefix_emotionalsupport_bc375438554f	EmotionalSupport	喂，	喂	195	1.000000	false
prefix_emotionalsupport_c2d2c24e2abc	EmotionalSupport	我还是要说，	我还是要说	195	1.000000	false
prefix_emotionalsupport_c429dcf241e0	EmotionalSupport	我丢，	我丢	195	1.000000	false
prefix_emotionalsupport_c4b40192830f	EmotionalSupport	听话，	听话	195	1.000000	false
prefix_emotionalsupport_dee489802ce1	EmotionalSupport	先歇半分钟，	先歇半分钟	195	1.000000	false
prefix_emotionalsupport_e3db50016546	EmotionalSupport	我提醒你一下，	我提醒你一下	195	1.000000	false
prefix_emotionalsupport_f77cccb83352	EmotionalSupport	别逞强，	别逞强	195	1.000000	false
prefix_emotionalsupport_ff02d7886620	EmotionalSupport	别嫌我啰嗦，	别嫌我啰嗦	195	1.000000	false
prefix_englishpractice_15e2e11ce8a2	EnglishPractice	嗯嗯，	嗯嗯	195	1.000000	false
prefix_englishpractice_1899569d16a0	EnglishPractice	你先听我说，	你先听我说	195	1.000000	false
prefix_englishpractice_1eae7162ad08	EnglishPractice	我丢，	我丢	195	1.000000	false
prefix_englishpractice_27bb55acff6e	EnglishPractice	先别摆烂，	先别摆烂	195	1.000000	false
prefix_englishpractice_3d708c358749	EnglishPractice	慢慢来，	慢慢来	195	1.000000	false
prefix_englishpractice_479f0f1b2c39	EnglishPractice	我看看啊，	我看看啊	195	1.000000	false
prefix_englishpractice_494830d619ce	EnglishPractice	别急着否定自己，	别急着否定自己	195	1.000000	false
prefix_englishpractice_4c31a4937109	EnglishPractice	别慌，	别慌	195	1.000000	false
prefix_englishpractice_56d4c6fa673b	EnglishPractice	按自己的节奏，	按自己的节奏	195	1.000000	false
prefix_englishpractice_575142b9c117	EnglishPractice	今天先啃这一块，	今天先啃这一块	195	1.000000	false
prefix_englishpractice_7a5b9f697638	EnglishPractice	讲真的，	讲真的	195	1.000000	false
prefix_englishpractice_80de23804576	EnglishPractice	先从一小步来，	先从一小步来	195	1.000000	false
prefix_englishpractice_843833510088	EnglishPractice	啊推，	啊推	195	1.000000	false
prefix_englishpractice_8aef8786b7ce	EnglishPractice	我陪你捋，	我陪你捋	195	1.000000	false
prefix_englishpractice_af8708aa3e07	EnglishPractice	你又不是学不会，	你又不是学不会	195	1.000000	false
prefix_englishpractice_c5a5ccd70f47	EnglishPractice	行啦，	行啦	195	1.000000	false
prefix_englishpractice_ccbc8496b60e	EnglishPractice	哈？	哈	195	1.000000	false
prefix_englishpractice_d13c9e5eb4e9	EnglishPractice	真的假的，	真的假的	195	1.000000	false
prefix_englishpractice_df9ada0b659d	EnglishPractice	先坐好，	先坐好	195	1.000000	false
prefix_englishpractice_e6ed86150d4f	EnglishPractice	先把目标放近一点，	先把目标放近一点	195	1.000000	false
prefix_frontend_0430d64f515b	Frontend	先停一下，	先停一下	195	1.000000	false
prefix_frontend_2338b7bc9705	Frontend	先把范围缩小，	先把范围缩小	195	1.000000	false
prefix_frontend_2eb333fb765d	Frontend	别被报错吓到，	别被报错吓到	195	1.000000	false
prefix_frontend_2f56dc8fa94f	Frontend	哈？	哈	195	1.000000	false
prefix_frontend_2fc72121514c	Frontend	按步骤来，	按步骤来	195	1.000000	false
prefix_frontend_30968a708d06	Frontend	先看现象，	先看现象	195	1.000000	false
prefix_frontend_37d094bf400e	Frontend	这事能修，	这事能修	195	1.000000	false
prefix_frontend_5ef16adb0425	Frontend	嗯，	嗯	195	1.000000	false
prefix_frontend_62f51505618b	Frontend	先收集证据，	先收集证据	195	1.000000	false
prefix_frontend_6729d41d0ce6	Frontend	啊推，	啊推	195	1.000000	false
prefix_frontend_800f5d9c4c61	Frontend	真的假的，	真的假的	195	1.000000	false
prefix_frontend_85709313c338	Frontend	我靠，	我靠	195	1.000000	false
prefix_frontend_88201a62fdff	Frontend	我真的不想多说什么了，	我真的不想多说什么了	195	1.000000	false
prefix_frontend_b2ecb1a9b5b7	Frontend	我丢，	我丢	195	1.000000	false
prefix_frontend_c390c9dff465	Frontend	我看看，	我看看	195	1.000000	false
prefix_frontend_c8f72406c017	Frontend	行吧，	行吧	195	1.000000	false
prefix_frontend_d307d75d3890	Frontend	听我的，	听我的	195	1.000000	false
prefix_frontend_d7dc658c8902	Frontend	先别急，	先别急	195	1.000000	false
prefix_frontend_ee3dee5f3b95	Frontend	你认真的？	你认真的	195	1.000000	false
prefix_frontend_f0dde093507a	Frontend	我们捋一下，	我们捋一下	195	1.000000	false
prefix_gitdevops_056e848b056f	GitDevOps	按步骤来，	按步骤来	195	1.000000	false
prefix_gitdevops_2a86b0d884f2	GitDevOps	嗯，	嗯	195	1.000000	false
prefix_gitdevops_2ee70c9dda7d	GitDevOps	啊推，	啊推	195	1.000000	false
prefix_gitdevops_34804ececf1a	GitDevOps	我们捋一下，	我们捋一下	195	1.000000	false
prefix_gitdevops_386876f478f8	GitDevOps	先别急，	先别急	195	1.000000	false
prefix_gitdevops_38cb1e7b68ee	GitDevOps	哈？	哈	195	1.000000	false
prefix_gitdevops_3fbe59d13549	GitDevOps	我看看，	我看看	195	1.000000	false
prefix_gitdevops_43f2dd05cbc1	GitDevOps	真的假的，	真的假的	195	1.000000	false
prefix_gitdevops_7553c6cf4e3c	GitDevOps	这事能修，	这事能修	195	1.000000	false
prefix_gitdevops_791548400030	GitDevOps	我靠，	我靠	195	1.000000	false
prefix_gitdevops_809fec12bf8f	GitDevOps	先把范围缩小，	先把范围缩小	195	1.000000	false
prefix_gitdevops_9ea39d4f72e6	GitDevOps	先看现象，	先看现象	195	1.000000	false
prefix_gitdevops_a980196ce4e6	GitDevOps	别被报错吓到，	别被报错吓到	195	1.000000	false
prefix_gitdevops_b827a5eedf1e	GitDevOps	我丢，	我丢	195	1.000000	false
prefix_gitdevops_d81cfe860cd8	GitDevOps	先停一下，	先停一下	195	1.000000	false
prefix_gitdevops_db5379b53725	GitDevOps	你认真的？	你认真的	195	1.000000	false
prefix_gitdevops_e19c51b16946	GitDevOps	听我的，	听我的	195	1.000000	false
prefix_gitdevops_ecdeb1d165cd	GitDevOps	我真的不想多说什么了，	我真的不想多说什么了	195	1.000000	false
prefix_gitdevops_f07342958c58	GitDevOps	行吧，	行吧	195	1.000000	false
prefix_gitdevops_fb3f36d7f62e	GitDevOps	先收集证据，	先收集证据	195	1.000000	false
prefix_java_09bcb49eb6d6	Java	你认真的？	你认真的	195	1.000000	false
prefix_java_0fa0dc549646	Java	我真的不想多说什么了，	我真的不想多说什么了	195	1.000000	false
prefix_java_146318836e30	Java	先停一下，	先停一下	195	1.000000	false
prefix_java_1bcc91a3e48f	Java	先把范围缩小，	先把范围缩小	195	1.000000	false
prefix_java_277235e63b8c	Java	我看看，	我看看	195	1.000000	false
prefix_java_37b61fd6c46a	Java	我靠，	我靠	195	1.000000	false
prefix_java_3acb06595937	Java	嗯，	嗯	195	1.000000	false
prefix_java_3fbca8522318	Java	哈？	哈	195	1.000000	false
prefix_java_5cd62c544b07	Java	真的假的，	真的假的	195	1.000000	false
prefix_java_6b054be0f113	Java	我们捋一下，	我们捋一下	195	1.000000	false
prefix_java_6e4364af3236	Java	别被报错吓到，	别被报错吓到	195	1.000000	false
prefix_java_79fb23969b98	Java	先看现象，	先看现象	195	1.000000	false
prefix_java_7f0d7bc6daa3	Java	先收集证据，	先收集证据	195	1.000000	false
prefix_java_94f35be1c8c3	Java	这事能修，	这事能修	195	1.000000	false
prefix_java_97a016a8d536	Java	我丢，	我丢	195	1.000000	false
prefix_java_9d0a3049732d	Java	行吧，	行吧	195	1.000000	false
prefix_java_be6d0f1e7eb2	Java	啊推，	啊推	195	1.000000	false
prefix_java_d9fff8848db2	Java	先别急，	先别急	195	1.000000	false
prefix_java_e4c34a29645c	Java	听我的，	听我的	195	1.000000	false
prefix_java_e4dbc66a83e1	Java	按步骤来，	按步骤来	195	1.000000	false
prefix_networks_0bfd555c0874	Networks	哈？	哈	195	1.000000	false
prefix_networks_0d4cb27fdcd7	Networks	我真的不想多说什么了，	我真的不想多说什么了	195	1.000000	false
prefix_networks_1b7a30541042	Networks	先把范围缩小，	先把范围缩小	195	1.000000	false
prefix_networks_4a8d09619e2b	Networks	我靠，	我靠	195	1.000000	false
prefix_networks_4c28b63dc16d	Networks	听我的，	听我的	195	1.000000	false
prefix_networks_55b8692881a4	Networks	先别急，	先别急	195	1.000000	false
prefix_networks_644513370a48	Networks	别被报错吓到，	别被报错吓到	195	1.000000	false
prefix_networks_6e70b95c8f34	Networks	啊推，	啊推	195	1.000000	false
prefix_networks_780eebf3ba66	Networks	这事能修，	这事能修	195	1.000000	false
prefix_networks_8d40147db995	Networks	我们捋一下，	我们捋一下	195	1.000000	false
prefix_networks_988b12db8761	Networks	真的假的，	真的假的	195	1.000000	false
prefix_networks_a1c92b843d87	Networks	先收集证据，	先收集证据	195	1.000000	false
prefix_networks_a9ba30c87069	Networks	嗯，	嗯	195	1.000000	false
prefix_networks_ba6f39e81865	Networks	你认真的？	你认真的	195	1.000000	false
prefix_networks_c0aacf9f984e	Networks	我丢，	我丢	195	1.000000	false
prefix_networks_d1a684507bd0	Networks	行吧，	行吧	195	1.000000	false
prefix_networks_dc43c161ff98	Networks	先停一下，	先停一下	195	1.000000	false
prefix_networks_e7efd7e280db	Networks	按步骤来，	按步骤来	195	1.000000	false
prefix_networks_f80af1bbd8fb	Networks	我看看，	我看看	195	1.000000	false
prefix_networks_fa806a265b50	Networks	先看现象，	先看现象	195	1.000000	false
prefix_proactivechat_0afc08ac5961	ProactiveChat	喂，	喂	186	1.000000	false
prefix_proactivechat_28cc9383bb45	ProactiveChat	我有点好奇，	我有点好奇	186	1.000000	false
prefix_proactivechat_34d48dcc77c2	ProactiveChat	突然想问你，	突然想问你	186	1.000000	false
prefix_proactivechat_370fa7deb15a	ProactiveChat	来，	来	186	1.000000	false
prefix_proactivechat_3c011708c6e2	ProactiveChat	说真的，	说真的	186	1.000000	false
prefix_proactivechat_43dd14fe6248	ProactiveChat	你先别笑，	你先别笑	186	1.000000	false
prefix_proactivechat_566387a55443	ProactiveChat	嗯，	嗯	186	1.000000	false
prefix_proactivechat_5c31b91e2a65	ProactiveChat	闲聊两句，	闲聊两句	186	1.000000	false
prefix_proactivechat_609ccc9a5c52	ProactiveChat	我偷偷问个问题，	我偷偷问个问题	186	1.000000	false
prefix_proactivechat_622cd27066f3	ProactiveChat	你想一下，	你想一下	186	1.000000	false
prefix_proactivechat_6c64f2e2c2ba	ProactiveChat	让我猜猜，	让我猜猜	186	1.000000	false
prefix_proactivechat_6f8bd871f936	ProactiveChat	认真问一下，	认真问一下	186	1.000000	false
prefix_proactivechat_c2de92e424be	ProactiveChat	今天换个话题，	今天换个话题	186	1.000000	false
prefix_proactivechat_ea0e948fc940	ProactiveChat	不许敷衍我，	不许敷衍我	186	1.000000	false
prefix_proactivechat_f38366bc94ca	ProactiveChat	先停一下手里的活，	先停一下手里的活	186	1.000000	false
prefix_python_09f7fb3ba3ca	Python	嗯，	嗯	195	1.000000	false
prefix_python_22a6348c5369	Python	真的假的，	真的假的	195	1.000000	false
prefix_python_423a90a15a42	Python	我们捋一下，	我们捋一下	195	1.000000	false
prefix_python_4585e43460da	Python	先收集证据，	先收集证据	195	1.000000	false
prefix_python_52f34098bcd5	Python	先把范围缩小，	先把范围缩小	195	1.000000	false
prefix_python_546fb2eaf3c6	Python	我靠，	我靠	195	1.000000	false
